id,title,price,currency_id,ITEM_CONDITION,SINGLE_OWNER,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,ENGINE_DISPLACEMENT,LINE,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,CYLINDERS,ENGINE_MANUFACTURER,LOADING_CAPACITY,LENGTH,MCO1744-CILIND,MCO1744-TRAC,MCO1744-COMBUS,MCO1744-KMTS
MCO866551977,Ford Fiesta ,47800000,COP,Usado,Sí,Ford,4,1.6,Gasolina,59638 km,Fiesta,Mecánica,1.6 Sportback Titanium,2017,1.6 L,g7,5,120 hp,Delantera
MCO866564332,Chevrolet Spark,18450000,COP,Usado,,Chevrolet,4,1.0,Gasolina,102400 km,Spark GT,Mecánica,1.0,2012,1000 L,,,,Delantera
MCO861402642,Volkswagen Gol Voyage Comfortline 1.6 2013 Hjs790,35900000,COP,Usado,,Volkswagen,5,1.6,Gasolina,82650 km,Gol,Mecánica,1.6 Comfortline 101 hp,2013,1598 cc,g5,5,101 hp,Delantera,Sí,,,,,,,,
MCO861212959,Nissan March Drive Drive,34600000,COP,Usado,Sí,Nissan,5,1600,Gasolina,82000 km,March Drive,Mecánica,drive,2014,1600 L,,,,Delantera,Sí,,,,,,,,
MCO866363039,Chevrolet Spark Gt Activ  1.2 2019,44900000,COP,Usado,No,Chevrolet,5,1.2,Gasolina,30000 km,Spark GT,Mecánica,1.2 Ltz,2019,1.2 L,,5,80 hp,Delantera,Sí,,,,,,,,
MCO861044750,Volkswagen Jetta 2.5 Comfortline,58900000,COP,Usado,Sí,Volkswagen,4,2.5,Gasolina,59000 km,Jetta,Automática,2.5 Comfortline,2017,2.5 L,vi,5,,Delantera,Sí,,,,,,,,
MCO860956766,Chevrolet Sonic Lt 1.6 Aut 2013 Kas101,37800000,COP,Usado,,Chevrolet,4,,Gasolina,102631 km,Sonic,Automática,LT,2013,,,,,,,,,,,,,,
MCO860925570,Chevrolet Sail Ls Fe 1.4 2019 Dsk261,40900000,COP,Usado,,Chevrolet,5,,Gasolina,56639 km,Sail,Mecánica,ls,2019,,,,,,,,,,,,,,
MCO860840170,Hyundai Kona 2022 Hibrida ,126990000,COP,Nuevo,,Hyundai,5,1.6,Híbrido,0 km,Kona,Automática,Premium,2022,1600 L,,,,4x2,Sí,,,,,,,,
MCO860592340,Chevrolet Captiva,38890000,COP,Usado,,Chevrolet,5,2.4,Gasolina,147000 km,Captiva,Automática,2.4 Sport 182 hp,2012,2384 cc,,5,182 hp,4x2,,,,,,,,,
MCO860560515,Bmw Serie 3 2006 3.0 330i E90 Sport,65000000,COP,Usado,,BMW,4,3.0,Gasolina,96000 km,Serie 3,Automática,3.0 330i E90 Sport,2006,3 L,,5,258 hp,Trasera,Sí,,,,,,,,
MCO860597297,Kia Sorento Ex,37800000,COP,Usado,No,Kia,5,3.5,Gasolina,115000 km,Sorento,Mecánica,3.5 Ex,2005,3497 cc,,5,197 hp,4x4,Sí,,,,,,,,
MCO865344160,Volkswagen Crossfox 2015 1.6l Mt 4x2,45990000,COP,Usado,Sí,Volkswagen,5,1.6,Gasolina,58000 km,Crossfox,Mecánica,1.6l Hatchback,2015,1.6 L,,5,99 hp,Delantera,Sí,,,,,,,,
MCO860596061,Toyota Rav4,112000000,COP,Usado,Sí,Toyota,5,2.5,Gasolina,68900 km,RAV4,Automática,2.5 Street,2018,2.5 L,,5,178 hp,4x2,Sí,,,,,,,,
MCO860313798,Porsche Boxster 2012 3.4 S Roadster,169900000,COP,Usado,,Porsche,2,3.4,Gasolina,64050 km,Boxster,Automática,3.4 S Roadster,2012,3.4 L,,2,296 hp,Delantera,Sí,,,,,,,,
MCO860222066,Ford Ranger Xlt  2020,149800000,COP,Usado,,Ford,4,3.2,Gasolina,33812 km,Ranger,Automática,Xlt,2020,3200 cc,,,,4x4,,,,,,,,,
MCO860029053,Kia Sportage New Sportage Lx Revolution 2.2 At 4x2,61400000,COP,Usado,,Kia,5,2000,Gasolina,85000 km,Sportage,Automática,New Sportage LX 2.0 At Revolution 4x2,2013,2000 cc,,,,4x2,Sí,,,,,,,,
MCO859451391,Mercedes-benz Clase A 2016 2.0 A 250 Sport,88000000,COP,Usado,No,Mercedes-Benz,5,2.0,Gasolina,57900 km,Clase A,Automática,2.0 A 250 Sport,2016,2 L,,5,211 hp,Delantera,Sí,,,,,,,,
MCO859263009,Hyundai Accent I25 Hb 1.6 Mt 2015 ,41300000,COP,Usado,,Hyundai,5,1.6,Gasolina,45876 km,Accent,Mecánica,1.6l 5 p,2015,1.6 L,,5,122 hp,Delantera,,,,,,,,,
MCO859170738,Nissan Versa Advance,46500000,COP,Usado,No,Nissan,4,1.6,Gasolina,32000 km,Versa,Automática,1.6 Advance,2015,1.6 L,,5,106 hp,Delantera,Sí,,,,,,,,
MCO858941156,Ford Ranger Xls 2023 Diesel 3.2 Casa Toro Er*,152990000,COP,Nuevo,,Ford,5,Puma 3.2L Diesel - 5 Cilindros,Diésel,0 km,Ranger,Mecánica,XLS,2022,3 cc,,,,4x4,,,,,,,,,
MCO858929598,Mazda 3 2019,86800000,COP,Usado,,Mazda,4,2.0,Gasolina,21824 km,3,Automática,2.0 Grand Touring,2019,2 L,,5,153 hp,Delantera,Sí,,,,,,,,
MCO858501347,Kia Rio Ub Ex 2015,35000000,COP,Usado,Sí,Kia,5,,Gasolina,65000 km,Rio,Mecánica,Ub Ex 1.2 Mt,2015,,,,,4x2,,,,,,,,,
MCO858759335,Chevrolet Onix Ltz Automatico 4x2 Gasolina,43000000,COP,Usado,No,Chevrolet,5,1.4,Gasolina,82180 km,Onix,Mecánica,1.4 Ltz,2016,1.4 L,,5,,Delantera,No,,,,,,,,
MCO864921948,Chevrolet Onix 2021 1.0t Mecánica,65900000,COP,Usado,Sí,Chevrolet,4,1.0,Gasolina,11200 km,Onix,Mecánica,1.0t Mecánica,2021,1 L,,5,115 hp,Delantera,Sí,,,,,,,,
MCO858217668,Renault Kangoo,68020000,COP,Nuevo,,Renault,5,1.6,Gasolina,0 km,Kangoo,Mecánica,Evolution,2022,1600 cc,,,,Delantera,,,,,,,,,
MCO858060031,"Volkswagen Voyage Trendline 1,6 Mt ",50900000,COP,Usado,No,Volkswagen,4,1.6,Gasolina,23170 km,Voyage,Mecánica,1.6 Trendline,2019,1.6 L,,5,99 hp,Delantera,Sí,,,,,,,,
MCO858130270,"Renault Logan Dinamiq 1,6 At",49900000,COP,Usado,No,Renault,4,1.6,Gasolina,11263 km,Logan,Automática,1.6 Dynamique,2020,1.6 L,,5,85 hp,Delantera,Sí,,,,,,,,
MCO858127294,Volkswagen Jetta Trendline At Cc2000,67900000,COP,Usado,,Volkswagen,4,2.0,Gasolina,9100 km,Jetta,Automática,2.0 Trendline,2018,2 L,vi,5,115 hp,Delantera,Sí,,,,,,,,
MCO857924477,Mazda 2 Touring Hb Automatic,68300000,COP,Nuevo,,Mazda,5,,Gasolina,0 km,2,Automática,Touring HB Automatic,2023,1500 cc,,,,Delantera,Sí,,,,,,,,
MCO857700913,Mitsubishi New Outlander 2.4 4x4 Aut 5p 7 Pas 2015 Ubm824 ,89200000,COP,Usado,,Mitsubishi,5,2.4,Gasolina,41794 km,Outlander,Automática,2.4l,2015,2.4 L,,5,166 hp,4x4,Sí,,,,,,,,
MCO857673168,Volkswagen Tcross St 2022,91990000,COP,Nuevo,,Volkswagen,4,1.0,Gasolina,0 km,T-Cross,Automática,Trendline ST,2022,999 cc,,,,4x2,Sí,,,,,,,,
MCO857582849,Mazda Cx5 Grand Touring Lx,96500000,COP,Usado,No,Mazda,5,2.5,Gasolina,43500 km,CX-5,Automática,2.5 Grand Touring Lx,2017,2.5 L,,5,185 hp,4x4,Sí,,,,,,,,
MCO857431021,Mitsubishi Asx Automática 2020 2.0l 4x2,104000000,COP,Usado,,Mitsubishi,5,2.0,Gasolina,10300 km,ASX,Automática,2.0l 4x2,2020,2 L,,5,148 hp,4x2,Sí,,,,,,,,
MCO857301438,Kia Picanto ,48400000,COP,Usado,Sí,Kia,5,Gasolina,Gasolina,5930 km,Picanto,Mecánica,ZENITH,2022,1250 cc,,,,Delantera,Sí,,,,,,,,
MCO857257763,Bmw Serie 2 M325 I,115800000,COP,Usado,Sí,BMW,3,2.979,Gasolina,40000 km,M325I,Automática,M325I COUPE,2015,2979 L,,,,Delantera,,,,,,,,,
MCO857238780,Hyundai Accent Automático Hb20s ,66920000,COP,Nuevo,,Hyundai,4,1600,Gasolina,0 km,Accent,Automática,Advance,2023,1600 L,,,,4x2,Sí,,,,,,,,
MCO866423998,Ford  Fiesta Sportback 1.6 2016,43900000,COP,Usado,No,Ford,4,1.6,Gasolina,60000 km,Fiesta,Mecánica,1.6 Sportback Se Mecánica,2016,1.6 L,g7,5,120 hp,Delantera,Sí,,,,,,,,
MCO857065216,Ford Ecosport Titanum At 2.0 2015,58990000,COP,Usado,No,Ford,5,2.0,Gasolina,60000 km,Ecosport 2,Automática,2.0 Freestyle 4x2,2015,2 L,,5,138 hp,4x2,Sí,,,,,,,,
MCO855878623,Mercedes Benz 2.0 Amg Gla 45  Automático 2018,164990000,COP,Usado,No,Mercedes-Benz,5,2.0,Gasolina,45612 km,Clase GLA,Automática,AMG,2018,2000 L,,,,Trasera,No,,,,,,,,
MCO855583881,Renault R9 Brio 1300cc Mt,9000000,COP,Usado,,Renault,4,1.4,Gasolina,210000 km,R9,Mecánica,1.4 Brio,1993,1400 cc,,5,62 hp,Delantera,Sí,,,,,,,,
MCO855475042,Nissan Tiida,35990000,COP,Usado,,Nissan,4,1800,Gasolina,82000 km,Tiida,Automática,SD,2013,1800 L,,,,Delantera,,,,,,,,,
MCO858237837,Volkswagen New Gol Voyage Comfortline 1.6 2019 Emu773,46000000,COP,Usado,,Volkswagen,5,1.6,Gasolina,44111 km,Gol,Mecánica,1.6 Comfortline,2019,1.6 L,g7,5,99 hp,Delantera,Sí,,,,,,,,
MCO855075179,Toyota Fj-40 Land Cruiser Oreja De Perro,53000000,COP,Usado,,Toyota,3,,Gasolina,238000 km,FJ-40,Mecánica,4200CC MT,1982,4200 cc,,,,,,,,,,,,,
MCO854845951,Mercedes Benz Clase E Convertible,79000000,COP,Usado,Sí,Mercedes-Benz,2,1.8,Gasolina,95000 km,Clase E,Automática,1.8 Cgi Cabriolet,2011,1796 cc,,2,184 hp,Trasera,Sí,,,,,,,,
MCO860197971,Volvo New Xc60 Momentum D5 2.0 4x4 Aut Die 5p 2018 Dyz666,156900000,COP,Usado,,Volvo,5,2.0,Diésel,34553 km,XC60,Automática,2.0 D5 Awd Momentum,2018,2 L,,5,235 hp,4x4,Sí,,,,,,,,
MCO854284950,Renault Kwid Outsider,41900000,COP,Usado,Sí,Renault,5,1000,Gasolina,19000 km,Kwid,Mecánica,Outsider,2021,1000 L,,,,Delantera,,,,,,,,,
MCO854152072,Mercedes-benz Clase Slk 2007 3.5 Roadster,89900000,COP,Usado,,Mercedes-Benz,2,3.5,Gasolina,38000 km,Clase SLK,Automática,3.5 Roadster,2007,3498 cc,,2,272 hp,Delantera,Sí,,,,,,,,
MCO865037734,Kia New Picanto Zenith 1.2 Aut 5p 2018 Ejn424 ,49000000,COP,Usado,,Kia,5,1.2,Gasolina,37463 km,Picanto,Automática,1.25,2018,1.2 L,,5,83 hp,Delantera,Sí,,,,,,,,
MCO854131655,Chevrolet Onix Ltz Mecanico 4x2 Gasolina,52000000,COP,Usado,,Chevrolet,5,1400,Gasolina,22575 km,Onix,Mecánica,LTZ,2020,1400 L,,,,4x2,,,,,,,,,
MCO853652847,Chevrolet Onix Premier Turbo ,67000000,COP,Usado,No,Chevrolet,5,1.000,Gasolina,19704 km,1.0,Automática,onix premier,2021,1000 L,,,,,Sí,,,,,,,,
MCO860876170,Mazda 3 Grand Touring Gasolina - 2021,93000000,COP,Usado,No,Mazda,5,2.0,Gasolina,19844 km,3,Automática,2.0 Grand Touring,2021,2 L,,5,153 hp,Delantera,Sí,,,,,,,,
MCO852811686,Kia Picanto Vibrant 1.250cc,46800000,COP,Usado,Sí,Kia,5,Gasolina,Gasolina,9700 km,Picanto,Mecánica,VIBRANT 1.250cc,2021,1250 L,,,,Delantera,Sí,,,,,,,,
MCO852835849,Fiat 500 Abarth 1.4 Turbo 160hp,70000000,COP,Usado,No,Fiat,5,1.4,Gasolina,66500 km,500,Mecánica,1.4 Abarth,2015,1.4 L,,5,160 hp,Delantera,Sí,,,,,,,,
MCO860754943,Nissan Frontier 2.5l Gasolina - 2021,97000000,COP,Usado,No,Nissan,2,2.5,Gasolina,20675 km,Frontier,Mecánica,2.5l Asl Gasolina,2021,2.5 L,,2,158 hp,4x2,Sí,,,,,,,,
MCO852816597,Renault Duster Oroch 2.0,66500000,COP,Usado,No,Renault,5,2.0,Gasolina,38000 km,Duster,Mecánica,2.0 Dynamique 4x2,2020,2 L,,5,143 hp,4x2,Sí,,,,,,,,
MCO860837964,Mazda 3 Grand Touring Gasolina - 2019,76000000,COP,Usado,No,Mazda,5,2.0,Gasolina,37011 km,3,Automática,2.0 Grand Touring,2019,2 L,,5,153 hp,Delantera,Sí,,,,,,,,
MCO852778727,Mazda Cx-9 2007,42000000,COP,Usado,No,Mazda,5,,Gasolina,164000 km,CX-9,Automática,3.7,2007,,,,,4x4,Sí,,,,,,,,
MCO860712986,Kia Picanto X-line Gasolina - 2018,43600000,COP,Usado,No,Kia,5,1.2,Gasolina,21044 km,Picanto,Mecánica,X Line,2018,1.2 L,,5,83 hp,Delantera,Sí,,,,,,,,
MCO852763946,Nissan Urvan 2014,83000000,COP,Usado,No,Nissan,5,2.5,Diésel,117000 km,Urvan,Mecánica,2.5,2014,,,,,4x2,Sí,,,,,,,,
MCO852513083,Chevrolet Spark Gt F.e. 2019  Foz980,42900000,COP,Usado,,Chevrolet,5,1.2,Gasolina,32726 km,Spark GT,Mecánica,1.2 Ltz,2019,1.2 L,,5,80 hp,Delantera,Sí,,,,,,,,
MCO852375170,Toyota Corolla 1.6 Mecánico 2011,41990000,COP,Usado,Sí,Toyota,4,1.600,Gasolina,143300 km,Corolla,Mecánica,1.6,2011,1600 L,,,,4x2,No,,,,,,,,
MCO851678476,Ford Ecosport2 Fresstyle 2.0 4x2  Mt 2015,48800000,COP,Usado,Sí,Ford,5,2.0,Gasolina,78000 km,Ecosport 2,Mecánica,2.0 Freestyle 4x2,2015,2 L,,5,138 hp,4x2,Sí,,,,,,,,
MCO851480024,Toyota Prado Vx,239000000,COP,Usado,No,Toyota,5,,Gasolina,127000 km,Prado,Automática,PRADO VX,2017,,,,,4x4,Sí,,,,,,,,
MCO865273756,Ford Bronco Bigbend  1.5 Turbo Ac Av68  ,130000000,COP,Usado,Sí,Ford,5,ecoboost turbo,Gasolina,5000 km,Bronco,Automática,BIGBEND,2021,1500 cc,,,,4x4,Sí,,,,,,,,
MCO850348855,Chevrolet Cobalt Ltz 1.8 Mt,32800000,COP,Usado,,Chevrolet,4,1800,Gasolina,72000 km,Cobalt,Mecánica,LTZ 1.8 Mt,2015,1800 L,,,,,Sí,,,,,,,,
MCO850308830,Renault Alaskan 2.5 Turbo Diesel 2017 4x4 Mecánica ,105000000,COP,Usado,,Renault,4,2.5,Diésel,142000 km,ALASKAN,Mecánica,2.5 Intens,2017,2.5 L,,2,190 hp,4x4,Sí,,,,,,,,
MCO850321770,Mercedes Benz C180 Krompressor,50000000,COP,Usado,Sí,Mercedes-Benz,5,1.8,Gasolina,59000 km,Clase C,Automática,1.8,2007,1.8 L,,5,143 hp,Trasera,Sí,,,,,,,,
MCO849784833,Ford Ecosport Mt 2.0 2014,46000000,COP,Usado,No,Ford,5,2.0,Gasolina,145000 km,Ecosport 2,Mecánica,2.0 Freestyle 4x2,2014,2 L,,5,,4x2,Sí,,,,,,,,
MCO849761540,Seat Arona,80000000,COP,Usado,Sí,SEAT,5,1600,Gasolina,4300 km,Arona,Automática,1.6,2022,1600 L,,,,,Sí,,,,,,,,
MCO850136418,Kia Rio Ub Ex,44990000,COP,Usado,,Kia,4,1400,Gasolina,113000 km,Rio,Automática,SPICE 1.4 TP 1400CC 4P 2A,2015,1396 L,,,,4x2,,,,,,,,,
MCO848019464,Toyota Prado Txl 3.0 Turbo Diesel 4x4 2011 Blindaje 2,162000000,COP,Usado,No,Toyota,5,3.0,Diésel,120000 km,Prado,Mecánica,3.0 Tx-l,2011,2982 cc,,5,161 hp,4x4,Sí,,,,,,,,
MCO865988807,Chevrolet Captiva Lt,90900000,COP,Usado,,Chevrolet,4,"1,5 L",Gasolina,20800 km,Captiva,Automática,LT,2020,1500 cc,,,,4x2,,,,,,,,,
MCO850136423,Renault Stepway,34890000,COP,Usado,,Renault,5,1.6,Gasolina,109000 km,Stepway,Mecánica,1.6l,2011,1598 cc,,5,110 hp,Delantera,Sí,,,,,,,,
MCO863899641,Kia Cerato Pro 1.6 Rin 16  2 Airbag  2016  Imx565,55500000,COP,Usado,,Kia,4,1.6,Gasolina,57323 km,CERATO PRO,Mecánica,1.6l,2016,1.6 L,,5,130 hp,Delantera,Sí,,,,,,,,
MCO860009815,Ford F150 3.5 Svt Raptor Supercrew 2019 Aut 4x4 330,287900000,COP,Usado,Sí,Ford,2,3.5,Gasolina,14000 km,F-150,Automática,3.5 Svt Raptor Supercrew,2019,3.5 L,g13,2,450 hp,4x4,Sí,,,,,,,,
MCO850311827,Toyota Crown Super Saloon 1995,24800000,COP,Usado,Sí,Toyota,4,3.0,Gasolina,178000 km,Crown,Automática,3.0 Super Saloon g11,1995,3 L,g11,5,222 hp,Delantera,Sí,,,,,,,,
MCO861826118,Peugeot 205 Gri 1150cc Mt,11500000,COP,Usado,,Peugeot,5,1.1,Gasolina,10 km,205,Mecánica,1.1 Gri,1995,1124 cc,,5,65 hp,Delantera,Sí,,,,,,,,
MCO843224960,Volkswagen Fox Xtreme 1.6 Mecanico 2019,46000000,COP,Usado,Sí,Volkswagen,5,1.6,Gasolina,19300 km,Fox,Automática,1.6 Xtreme,2019,1.6 L,,5,99 hp,Delantera,Sí,,,,,,,,
MCO850182123,Ford Focus ,36990000,COP,Usado,,Ford,4,2.0,Gasolina,110000 km,Focus,Automática,2.0 Se,2013,1999 cc,,5,160 hp,Delantera,,,,,,,,,
MCO864332398,Hyundai Getz Gl 1.6 Fe 3p  2011  Rbl550,24900000,COP,Usado,,Hyundai,5,1.6,Gasolina,96656 km,Getz,Mecánica,1.6 Gl,2011,1599 cc,,5,107 hp,Delantera,,,,,,,,,
MCO858539553,Volkswagen Amarok Andina 2.0,82500000,COP,Usado,Sí,Volkswagen,4,2.0,Diésel,137800 km,Amarok,Mecánica,2.0 Andina,2016,2 L,,5,138 hp,4x4,Sí,,,,,,,,
MCO849087988,Mercedes Benz,179900000,COP,Usado,No,Mercedes-Benz,5,2.0,Gasolina,33832 km,Clase GLC,Automática,2.0 4matic Coupe,2018,1991 cc,,5,208 hp,4x4,Sí,,,,,,,,
MCO850188589,Jeep Grand Cherokee,109990000,COP,Usado,,Jeep,5,3.6,Gasolina,37000 km,Grand Cherokee,Automática,3.6 Limited,2015,3.6 L,,5,290 hp,4x4,,,,,,,,,
MCO850182004,Audi Q5,69990000,COP,Usado,,Audi,5,2.0,Gasolina,132000 km,Q5,Automática,2.0 Tfsi S-tronic Attraction,2013,1984 cc,,5,211 hp,4x4,Sí,,,,,,,,
MCO850169006,Renault Stepway,39990000,COP,Usado,,Renault,5,1.6,Gasolina,111000 km,Stepway,Mecánica,1.6l,2016,1.6 L,,5,110 hp,Delantera,Sí,,,,,,,,
MCO839624607,Chevrolet Equinox Premier  2020  Gky504,119900000,COP,Usado,,Chevrolet,5,1.5,Gasolina,11697 km,Equinox,Automática,1.5 Premier,2020,1.5 L,,5,170 hp,4x4,Sí,,,,,,,,
MCO839475068,Toyota Land Cruiser 1994 4.5 Fzj73,51999999,COP,Usado,No,Toyota,5,4.5,Gasolina,130000 km,Land Cruiser,Mecánica,4.5 Fzj73,1994,4.5 L,,5,210 hp,4x4,Sí,,,,,,,,
MCO856079642,Suzuki Swift 1200cc Mt Aa Hb,32500000,COP,Usado,Sí,Suzuki,5,,Gasolina,98000 km,Swift,Mecánica,1200CC MT AA HB,2015,1200 cc,,,,,Sí,,,,,,,,
MCO839067774, Honda Crv Lx ,57000000,COP,Usado,No,Honda,5,2.4,Gasolina,147000 km,CR-V,Mecánica,2.4 Lx,2011,2354 cc,,5,166 hp,4x4,Sí,,,,,,,,
MCO857231051,Volkswagen Escarabajo Coupe 1966,14000000,COP,Usado,,Volkswagen,2,,Gasolina,67998 km,Escarabajo,Mecánica,Coupe,1996,1600 L,,,,Trasera,,,,,,,,,
MCO851129565,Nissan Sentra Aut,35800000,COP,Usado,Sí,Nissan,4,2.0,Gasolina,70000 km,Sentra,Automática,2.0 Sl,2010,2000 cc,,5,140 hp,Delantera,Sí,,,,,,,,
MCO838303734,Suzuki Ertiga 1.5 7 Pasajeros,67900000,COP,Usado,,Suzuki,5,,Gasolina,55229 km,Ertiga,Mecánica,1.5,2020,,,,,,,,,,,,,,
MCO850155937,Volvo S60 ,63990000,COP,Usado,,Volvo,4,2.0,Gasolina,82000 km,S60,Automática,2.0 T5 Momentum,2014,2 L,,5,245 hp,Delantera,Sí,,,,,,,,
MCO852778825,Daihatsu F20l 4x4 1600cc Mt ,45000000,COP,Usado,,Daihatsu,2,,Gasolina,100000 km,F-20L,Mecánica,4X4 1600CC MT,1979,,,,,4x4,,,,,,,,,
MCO857115554,Toyota Hilux ,159000000,COP,Usado,,Toyota,2,2.7,Gasolina,54183 km,Hilux,Automática,2.7l,2018,2.7 L,g8,2,163 hp,4x4,Sí,,,,,,,,
MCO832825271,Suzuki Alto 800 ,36570000,COP,Nuevo,,Suzuki,5,800,Gasolina,0 km,Alto,Mecánica,GL STD,2022,800 L,,,,Delantera,Sí,,,,,,,,
MCO842364819,Cadillac El Dorado At Cc4600,53700000,COP,Usado,,Cadillac,2,4600,Gasolina,44000 km,El Dorado,Automática,COUPE AT CC4600 1994,1996,4600 cc,,,,,Sí,,,,,,,,
MCO830397036,Suzuki New Swift Dzire Mt ,55170000,COP,Nuevo,,Suzuki,4,1200,Gasolina,0 km,Swift,Mecánica,DZIRE MT GL,2022,,,,,4x2,Sí,,,,,,,,
MCO830089477,Mercedes Benz Gls 450 4*4 At Cuero 2022 - 0km Gris,409900000,COP,Nuevo,,Mercedes-Benz,5,3.0 Turbo,Híbrido,0 km,Clase GLS,Automática,450 SUV Híbrida 4x4,2022,3000 L,,,,4x4,Sí,,,,,,,,
MCO830075574,Toyota Yaris Hatch Back Automatico 7 Velocidades A/t,63400000,COP,Nuevo,,Toyota,5,gasolina,Gasolina,0 km,Yaris,Automática,0,2022,1500 cc,,,,,Sí,,,,,,,,
MCO829740156,Vitara Live Gl At ,85200000,COP,Nuevo,,Suzuki,5,1600,Gasolina,0 km,Vitara,Automática,LIVE GL,2022,1600 cc,,,,4x2,Sí,,,,,,,,
MCO827965965,Toyota Hilux 2.4 C.c.  Mecánica 6 Velocidades,153600000,COP,Nuevo,Sí,Toyota,4,diesel,Diésel,0 km,MECANICA 6 VELOCIDADES,Mecánica,HILUX DOBLE CABINA,2022,2400 cc,,,,4x4,No,,,,,,,,
MCO857232323, Getz Adv Mt Modelo 2023,61990000,COP,Nuevo,No,Hyundai,5,1600,Gasolina,0 km,Getz,Mecánica,MECANICA,2022,1600 L,,,,4x2,Sí,,,,,,,,
MCO860598993,Chevrolet Cruze Lt 1.4l T. Aut.2018   Fws408,60900000,COP,Usado,,Chevrolet,4,1400,Gasolina,24925 km,Cruze,Automática,LT 1.4 T AT,2018,1400 L,,,,Delantera,,,,,,,,,
MCO861994003,Mitsubishi Montero 3.8 L - 2016,117500000,COP,Usado,Sí,Mitsubishi,5,3.8,Gasolina,65000 km,Montero,Automática,Montero 3.8 L,2016,3800 L,,,,4x4,Sí,,,,,,,,
MCO850188306,Kia Rio,39990000,COP,Usado,No,Kia,4,1.4,Gasolina,78000 km,Rio,Automática,1.4 4 p,2013,1.4 L,,5,,Delantera,Sí,,,,,,,,
MCO858514046,Jeep Compass At  Entrega Inmediata ,122990000,COP,Nuevo,No,Jeep,5,2.4,Gasolina,0 km,Compass AT,Automática,Sport,2021,2400 cc,,,,4x2,Sí,4,,,,,,,
MCO851040380,Peugeot 3008,72800000,COP,Usado,Sí,Peugeot,5,1.6,Gasolina,42000 km,3008,Automática,1.6 Confort,2014,1.6 L,,5,120 hp,Delantera,Sí,,,,,,,,
MCO819531001,Audi Tt Roadster 2.0 L 2017,156000000,COP,Usado,,Audi,2,2.0,Gasolina,12560 km,TT,Automática,2.0 Tfsi Sport S-tronic Roadster,2017,2 L,,2,230 hp,Delantera,Sí,,,,,,,,
MCO862924817,Hyundai Tucson Nx4 Mecánica ,111990000,COP,Nuevo,,Hyundai,5,2.0,Gasolina,0 km,Tucson NX4,Automática,ATTRACCION,2022,2000 L,,,,4x2,,,,,,,,,
MCO817038640,"Renault Duster Zen Mt 1.6 2022, Crédito Fácil, Poliza Gratis",76490000,COP,Nuevo,,Renault,5,1.3 Turbo,Gasolina,0 km,Duster,Mecánica,Zen MT 1.6,2022,1300 cc,,,,4x2,,,,,,,,,
MCO858547362,Hyundai Tucson Nx4 2022,111990000,COP,Nuevo,No,Hyundai,5,2.0,Gasolina,0 km,Tucson,Mecánica,NX4,2022,2000 cc,,,,4x2,Sí,,,,,,,,
MCO816495391,Hyundai Tucson Nx4 Attraction Mecánica 2022,114990000,COP,Nuevo,,Hyundai,5,Smartstream G 2.0,Gasolina,0 km,Tucson,Mecánica,NX4,2022,1999 cc,,,,4x2,Sí,,,,,,,,
MCO810710856,Mahindra Kuv 100,36990000,COP,Usado,No,Mahindra,5,1.2,Gasolina,65000 km,KUV100,Mecánica,1.2,2019,1.2 L,,5,,Delantera,Sí,,,,,,,,
MCO857245539,Vw Virtus Hingline ,79990000,COP,Nuevo,,Volkswagen,4,,Gasolina,0 km,Virtus,Automática,Virtus Hingline,2022,1600 L,,,,Delantera,Sí,,,,,,,,
MCO801688517,Jeep Wrangler Rubicon 2.0 Hibrido Y Electrico,375000000,COP,Nuevo,No,Jeep,5,gasolina,Híbrido,0 km,Wrangler,Automática,RUBICON,2022,2000 cc,,,,4x4,Sí,,,,,,,,
MCO801289903,Mazda Cx30 Touring At Plata | 2023,97700000,COP,Nuevo,,Mazda,5,2.0,Gasolina,0 km,CX-30,Automática,2.0 Touring At,2021,2 L,,5,153 hp,4x2,Sí,,,,,,,,
MCO642263781,Ford Escape Titanium Hibrida 2.5 4x4 - 2021,164990000,COP,Nuevo,,Ford,5,2.5L,Híbrido,0 km,Escape,Automática,2.5l,2021,,,,,4x4,,,,,,,,,
MCO641455021,Ford Ranger Limited Diesel 3.2 4x4 At - 2023,199990000,COP,Nuevo,No,Ford,5,3.2,Diésel,0 km,Ranger,Automática,Limited,2023,,,,,4x4,No,,,,,,,,
MCO641445709,Ford Escape Se 4x2 Ecoboost - 2.0 - 2021,124990000,COP,Nuevo,,Ford,5,2.0,Gasolina,0 km,Escape,Automática,2.0 Se 4x2,2021,2 L,,5,245 hp,4x2,Sí,,,,,,,,
MCO640441797,Bmw X7 Xdrive40i Pure Excellence,399900000,COP,Nuevo,,BMW,4,BMW TwinPower Turbo 6 cilindros en línea,Gasolina,0 km,X7,Automática,X7 xDrive40i Pure Excellence,2022,2998 cc,,,,4x4,Sí,,,,,,,,
MCO835060756,Renault Kwid Zen- 2022,45230000,COP,Nuevo,No,Renault,5,1000,Gasolina,0 km,Kwid,Mecánica,Zen,2022,1000 L,,,,,Sí,,,,,,,,
